date,value,country,series_type
2023-07-01,112.0752,France,CPI
2023-10-01,111.8619,France,CPI
2024-01-01,112.4015,France,CPI
2024-04-01,113.856,France,CPI
2024-07-01,114.2727,France,CPI
2024-10-01,113.7042,France,CPI
1962-01-01,24.41091,Germany,CPI
1962-04-01,24.51248,Germany,CPI
1962-07-01,24.5172,Germany,CPI
1962-10-01,24.63917,Germany,CPI
1963-01-01,25.18334,Germany,CPI
1963-04-01,25.22695,Germany,CPI
1963-07-01,25.15355,Germany,CPI
1963-10-01,25.43461,Germany,CPI
1964-01-01,25.75293,Germany,CPI
1964-04-01,25.782770000000003,Germany,CPI
1964-07-01,25.81615,Germany,CPI
1964-10-01,26.06742,Germany,CPI
1965-01-01,26.33987,Germany,CPI
1965-04-01,26.59542,Germany,CPI
1965-07-01,26.793090000000003,Germany,CPI
1965-10-01,27.05581,Germany,CPI
1966-01-01,27.42482,Germany,CPI
1966-04-01,27.71375,Germany,CPI
1966-07-01,27.70933,Germany,CPI
1966-10-01,27.97038,Germany,CPI
1967-01-01,28.21644,Germany,CPI
1967-04-01,28.354190000000003,Germany,CPI
1967-07-01,28.29348,Germany,CPI
1967-10-01,28.3977,Germany,CPI
1968-01-01,28.70831,Germany,CPI
1968-04-01,28.78692,Germany,CPI
1968-07-01,28.78363,Germany,CPI
1968-10-01,28.9527,Germany,CPI
1969-01-01,29.21635,Germany,CPI
1969-04-01,29.35061,Germany,CPI
1969-07-01,29.37082,Germany,CPI
1969-10-01,29.536590000000004,Germany,CPI
1970-01-01,30.10495,Germany,CPI
1970-04-01,30.39742,Germany,CPI
1970-07-01,30.4568,Germany,CPI
1970-10-01,30.78182,Germany,CPI
1971-01-01,31.50317,Germany,CPI
1971-04-01,31.99036,Germany,CPI
1971-07-01,32.334109999999995,Germany,CPI
1971-10-01,32.63596,Germany,CPI
1972-01-01,33.25904,Germany,CPI
1972-04-01,33.61526,Germany,CPI
1972-07-01,34.0911,Germany,CPI
1972-10-01,34.55552,Germany,CPI
1973-01-01,35.2723,Germany,CPI
1973-04-01,35.90496,Germany,CPI
1973-07-01,36.2836,Germany,CPI
1973-10-01,36.72245,Germany,CPI
1974-01-01,37.58986,Germany,CPI
1974-04-01,38.35616,Germany,CPI
1974-07-01,38.7732,Germany,CPI
1974-10-01,39.29987,Germany,CPI
1975-01-01,39.98912,Germany,CPI
1975-04-01,40.69473,Germany,CPI
1975-07-01,40.93995,Germany,CPI
1975-10-01,41.21274,Germany,CPI
1976-01-01,41.85917,Germany,CPI
1976-04-01,42.26538,Germany,CPI
1976-07-01,42.44946,Germany,CPI
1976-10-01,42.76035,Germany,CPI
1977-01-01,43.43086,Germany,CPI
1977-04-01,43.87784,Germany,CPI
1977-07-01,44.06068,Germany,CPI
1977-10-01,44.24587,Germany,CPI
1978-01-01,44.82815,Germany,CPI
1978-04-01,45.26151,Germany,CPI
1978-07-01,45.31515,Germany,CPI
1978-10-01,45.47464,Germany,CPI
1979-01-01,46.01495,Germany,CPI
1979-04-01,46.41492,Germany,CPI
1979-07-01,46.95009,Germany,CPI
1979-10-01,47.48921,Germany,CPI
1980-01-01,48.27682,Germany,CPI
1980-04-01,49.08337,Germany,CPI
1980-07-01,49.4897,Germany,CPI
1980-10-01,49.88515,Germany,CPI
1981-01-01,50.88282,Germany,CPI
1981-04-01,51.74325,Germany,CPI
1981-07-01,52.41548,Germany,CPI
1981-10-01,53.05143,Germany,CPI
1982-01-01,53.6542,Germany,CPI
1982-04-01,54.21527,Germany,CPI
1982-07-01,54.83451,Germany,CPI
1982-10-01,55.35357,Germany,CPI
1983-01-01,55.99941999999999,Germany,CPI
1983-04-01,56.30265,Germany,CPI
1983-07-01,56.90277,Germany,CPI
1983-10-01,57.19608,Germany,CPI
1984-01-01,57.61788000000001,Germany,CPI
1984-04-01,57.92524,Germany,CPI
1984-07-01,58.03183000000001,Germany,CPI
1984-10-01,58.46746,Germany,CPI
1985-01-01,58.94466,Germany,CPI
1985-04-01,59.303540000000005,Germany,CPI
1985-07-01,59.30675,Germany,CPI
1985-10-01,59.45006,Germany,CPI
1986-01-01,59.7527,Germany,CPI
1986-04-01,59.7622,Germany,CPI
1986-07-01,59.738240000000005,Germany,CPI
1986-10-01,59.74652,Germany,CPI
1987-01-01,60.211940000000006,Germany,CPI
1987-04-01,60.473780000000005,Germany,CPI
1987-07-01,60.520680000000006,Germany,CPI
1987-10-01,60.67772,Germany,CPI
1988-01-01,61.16197,Germany,CPI
1988-04-01,61.4418,Germany,CPI
1988-07-01,61.63506,Germany,CPI
1988-10-01,61.98102,Germany,CPI
1989-01-01,62.71013000000001,Germany,CPI
1989-04-01,63.27224,Germany,CPI
1989-07-01,63.30917,Germany,CPI
1989-10-01,63.58879,Germany,CPI
1990-01-01,64.26678000000001,Germany,CPI
1990-04-01,64.63318000000001,Germany,CPI
1990-07-01,64.93366,Germany,CPI
1990-10-01,65.43436,Germany,CPI
1991-01-01,65.98555999999999,Germany,CPI
1991-04-01,66.65607,Germany,CPI
1991-07-01,67.59853000000001,Germany,CPI
1991-10-01,69.0249,Germany,CPI
1992-01-01,70.03828,Germany,CPI
1992-04-01,70.87586,Germany,CPI
1992-07-01,71.57648,Germany,CPI
1992-10-01,71.93454,Germany,CPI
1993-01-01,74.04926999999999,Germany,CPI
1993-04-01,74.73454,Germany,CPI
1993-07-01,75.56049,Germany,CPI
1993-10-01,75.69028,Germany,CPI
1994-01-01,76.4671,Germany,CPI
1994-04-01,76.91041,Germany,CPI
1994-07-01,77.42201999999999,Germany,CPI
1994-10-01,77.46726,Germany,CPI
1995-01-01,78.22762,Germany,CPI
1995-04-01,78.46391,Germany,CPI
1995-07-01,79.07593,Germany,CPI
1995-10-01,79.03236,Germany,CPI
1996-01-01,79.7043,Germany,CPI
1996-04-01,79.8437,Germany,CPI
1996-07-01,80.21327,Germany,CPI
1996-10-01,80.20831,Germany,CPI
1997-01-01,81.03461999999999,Germany,CPI
1997-04-01,81.09385999999999,Germany,CPI
1997-07-01,82.10023000000001,Germany,CPI
1997-10-01,81.92651,Germany,CPI
1998-01-01,82.27701,Germany,CPI
1998-04-01,82.46509,Germany,CPI
1998-07-01,82.96413000000001,Germany,CPI
1998-10-01,82.86523000000001,Germany,CPI
1999-01-01,82.85757,Germany,CPI
1999-04-01,82.85146999999999,Germany,CPI
1999-07-01,83.25457,Germany,CPI
1999-10-01,83.19407,Germany,CPI
2000-01-01,83.34036,Germany,CPI
2000-04-01,83.22565999999999,Germany,CPI
2000-07-01,83.56654,Germany,CPI
2000-10-01,83.68253,Germany,CPI
2001-01-01,84.02150999999999,Germany,CPI
2001-04-01,84.28291,Germany,CPI
2001-07-01,84.70487,Germany,CPI
2001-10-01,85.08444,Germany,CPI
2002-01-01,85.58997,Germany,CPI
2002-04-01,85.6899,Germany,CPI
2002-07-01,86.03232,Germany,CPI
2002-10-01,86.08774,Germany,CPI
2003-01-01,86.34499,Germany,CPI
2003-04-01,86.41846,Germany,CPI
2003-07-01,86.81557,Germany,CPI
2003-10-01,86.87693,Germany,CPI
2004-01-01,87.47742,Germany,CPI
2004-04-01,87.99828000000001,Germany,CPI
2004-07-01,88.28648000000001,Germany,CPI
2004-10-01,88.52515,Germany,CPI
2005-01-01,88.57889,Germany,CPI
2005-04-01,88.48804,Germany,CPI
2005-07-01,88.78517,Germany,CPI
2005-10-01,88.98405,Germany,CPI
2006-01-01,88.95749,Germany,CPI
2006-04-01,89.06515999999999,Germany,CPI
2006-07-01,89.4112,Germany,CPI
2006-10-01,89.81127,Germany,CPI
2007-01-01,90.35304,Germany,CPI
2007-04-01,90.81969,Germany,CPI
2007-07-01,91.26609,Germany,CPI
2007-10-01,91.58627,Germany,CPI
2008-01-01,91.77309,Germany,CPI
2008-04-01,91.91154,Germany,CPI
2008-07-01,92.53033,Germany,CPI
2008-10-01,92.76291,Germany,CPI
2009-01-01,92.89651,Germany,CPI
2009-04-01,93.13184,Germany,CPI
2009-07-01,93.60461,Germany,CPI
2009-10-01,93.73717,Germany,CPI
2010-01-01,93.56934,Germany,CPI
2010-04-01,93.71518,Germany,CPI
2010-07-01,94.16226,Germany,CPI
2010-10-01,94.23632,Germany,CPI
2011-01-01,94.26198,Germany,CPI
2011-04-01,94.55669,Germany,CPI
2011-07-01,95.04846,Germany,CPI
2011-10-01,95.21152,Germany,CPI
2012-01-01,95.42582,Germany,CPI
2012-04-01,95.74966,Germany,CPI
2012-07-01,96.2793,Germany,CPI
2012-10-01,96.61896,Germany,CPI
2013-01-01,96.53978,Germany,CPI
2013-04-01,96.82894,Germany,CPI
2013-07-01,97.56997,Germany,CPI
2013-10-01,97.84114,Germany,CPI
2014-01-01,97.94359,Germany,CPI
2014-04-01,98.18139,Germany,CPI
2014-07-01,98.79536,Germany,CPI
2014-10-01,98.94656,Germany,CPI
2015-01-01,98.93152,Germany,CPI
2015-04-01,100.0213,Germany,CPI
2015-07-01,100.712,Germany,CPI
2015-10-01,100.3352,Germany,CPI
2016-01-01,100.1818,Germany,CPI
2016-04-01,101.1439,Germany,CPI
2016-07-01,101.9364,Germany,CPI
2016-10-01,101.5492,Germany,CPI
2017-01-01,101.1579,Germany,CPI
2017-04-01,102.4499,Germany,CPI
2017-07-01,103.3735,Germany,CPI
2017-10-01,102.7456,Germany,CPI
2018-01-01,102.5386,Germany,CPI
2018-04-01,103.7517,Germany,CPI
2018-07-01,104.6055,Germany,CPI
2018-10-01,104.1361,Germany,CPI
2019-01-01,103.753,Germany,CPI
2019-04-01,105.359,Germany,CPI
2019-07-01,106.2101,Germany,CPI
2019-10-01,105.8421,Germany,CPI
2020-01-01,105.1814,Germany,CPI
2020-04-01,105.9829,Germany,CPI
2020-07-01,105.5261,Germany,CPI
2020-10-01,105.6837,Germany,CPI
2021-01-01,106.7377,Germany,CPI
2021-04-01,107.6769,Germany,CPI
2021-07-01,108.6343,Germany,CPI
2021-10-01,109.1862,Germany,CPI
2022-01-01,109.8112,Germany,CPI
2022-04-01,111.6855,Germany,CPI
2022-07-01,113.0298,Germany,CPI
2022-10-01,114.6858,Germany,CPI
2023-01-01,116.1337,Germany,CPI
2023-04-01,117.83,Germany,CPI
2023-07-01,118.844,Germany,CPI
2023-10-01,119.0612,Germany,CPI
2024-01-01,119.7429,Germany,CPI
2024-04-01,121.1241,Germany,CPI
2024-07-01,121.8971,Germany,CPI
2024-10-01,122.4078,Germany,CPI
2025-01-01,122.8562,Germany,CPI
1955-01-01,16.59516,Japan,CPI
1955-04-01,16.62315,Japan,CPI
1955-07-01,16.63715,Japan,CPI
1955-10-01,16.51848,Japan,CPI
1956-01-01,16.522560000000002,Japan,CPI
1956-04-01,16.7279,Japan,CPI
1956-07-01,16.7394,Japan,CPI
1956-10-01,16.74338,Japan,CPI
1957-01-01,16.79279,Japan,CPI
1957-04-01,17.052529999999997,Japan,CPI
1957-07-01,17.24845,Japan,CPI
1957-10-01,16.98636,Japan,CPI
1958-01-01,16.87473,Japan,CPI
1958-04-01,16.97748,Japan,CPI
1958-07-01,17.12165,Japan,CPI
1958-10-01,17.11609,Japan,CPI
1959-01-01,17.04509,Japan,CPI
1959-04-01,17.19479,Japan,CPI
1959-07-01,17.39419,Japan,CPI
1959-10-01,17.50617,Japan,CPI
1960-01-01,17.62088,Japan,CPI
1960-04-01,17.79504,Japan,CPI
1960-07-01,17.896829999999998,Japan,CPI
1960-10-01,17.99452,Japan,CPI
1961-01-01,18.25055,Japan,CPI
1961-04-01,18.47851,Japan,CPI
1961-07-01,18.89144,Japan,CPI
1961-10-01,19.46637,Japan,CPI
1962-01-01,19.68741,Japan,CPI
1962-04-01,19.98434,Japan,CPI
1962-07-01,20.20363,Japan,CPI
1962-10-01,20.4364,Japan,CPI
1963-01-01,20.98256,Japan,CPI
1963-04-01,21.41145,Japan,CPI
1963-07-01,21.56913,Japan,CPI
1963-10-01,21.70176,Japan,CPI
1964-01-01,21.79481,Japan,CPI
1964-04-01,22.22788,Japan,CPI
1964-07-01,22.37988,Japan,CPI
1964-10-01,22.89091,Japan,CPI
1965-01-01,23.25819,Japan,CPI
1965-04-01,23.7944,Japan,CPI
1965-07-01,23.88275,Japan,CPI
1965-10-01,24.39245,Japan,CPI
1966-01-01,24.75428,Japan,CPI
1966-04-01,25.23453,Japan,CPI
1966-07-01,25.32181,Japan,CPI
1966-10-01,25.5586,Japan,CPI
1967-01-01,25.9496,Japan,CPI
1967-04-01,26.10788,Japan,CPI
1967-07-01,26.22172,Japan,CPI
1967-10-01,26.9525,Japan,CPI
1968-01-01,27.31107,Japan,CPI
1968-04-01,27.5745,Japan,CPI
1968-07-01,27.8222,Japan,CPI
1968-10-01,28.34221,Japan,CPI
1969-01-01,28.46051,Japan,CPI
1969-04-01,29.04295,Japan,CPI
1969-07-01,29.61891,Japan,CPI
1969-10-01,30.08442,Japan,CPI
1970-01-01,30.9949,Japan,CPI
1970-04-01,31.58975,Japan,CPI
1970-07-01,31.84362,Japan,CPI
1970-10-01,32.642959999999995,Japan,CPI
1971-01-01,33.08805,Japan,CPI
1971-04-01,33.89133,Japan,CPI
1971-07-01,34.24935,Japan,CPI
1971-10-01,34.70005,Japan,CPI
1972-01-01,34.968309999999995,Japan,CPI
1972-04-01,35.78483,Japan,CPI
1972-07-01,36.1402,Japan,CPI
1972-10-01,36.6602,Japan,CPI
1973-01-01,37.50719,Japan,CPI
1973-04-01,39.45814,Japan,CPI
1973-07-01,40.69278,Japan,CPI
1973-10-01,42.31558,Japan,CPI
1974-01-01,45.45087,Japan,CPI
1974-04-01,47.51886,Japan,CPI
1974-07-01,48.98848,Japan,CPI
1974-10-01,50.9315,Japan,CPI
1975-01-01,51.82959,Japan,CPI
1975-04-01,53.502880000000005,Japan,CPI
1975-07-01,54.11261999999999,Japan,CPI
1975-10-01,55.28496,Japan,CPI
1976-01-01,56.6841,Japan,CPI
1976-04-01,58.717380000000006,Japan,CPI
1976-07-01,59.40541999999999,Japan,CPI
1976-10-01,60.88417,Japan,CPI
1977-01-01,61.875690000000006,Japan,CPI
1977-04-01,63.860780000000005,Japan,CPI
1977-07-01,64.28455,Japan,CPI
1977-10-01,65.08434,Japan,CPI
1978-01-01,65.44893,Japan,CPI
1978-04-01,67.07683,Japan,CPI
1978-07-01,67.57382,Japan,CPI
1978-10-01,68.32518,Japan,CPI
1979-01-01,68.36428000000001,Japan,CPI
1979-04-01,69.63701999999999,Japan,CPI
1979-07-01,69.94141,Japan,CPI
1979-10-01,70.84739,Japan,CPI
1980-01-01,71.58395,Japan,CPI
1980-04-01,73.6697,Japan,CPI
1980-07-01,74.54545999999999,Japan,CPI
1980-10-01,75.61527,Japan,CPI
1981-01-01,75.82925,Japan,CPI
1981-04-01,77.32981,Japan,CPI
1981-07-01,77.6844,Japan,CPI
1981-10-01,78.68929,Japan,CPI
1982-01-01,78.45129,Japan,CPI
1982-04-01,79.66716,Japan,CPI
1982-07-01,79.93406999999999,Japan,CPI
1982-10-01,80.87411999999999,Japan,CPI
1983-01-01,80.35598,Japan,CPI
1983-04-01,81.59188,Japan,CPI
1983-07-01,81.56175999999999,Japan,CPI
1983-10-01,82.69646,Japan,CPI
1984-01-01,82.48849,Japan,CPI
1984-04-01,83.69188,Japan,CPI
1984-07-01,83.75237,Japan,CPI
1984-10-01,84.94233,Japan,CPI
1985-01-01,84.82207,Japan,CPI
1985-04-01,85.86953000000001,Japan,CPI
1985-07-01,86.02123,Japan,CPI
1985-10-01,86.63663000000001,Japan,CPI
1986-01-01,86.42666,Japan,CPI
1986-04-01,87.32874,Japan,CPI
1986-07-01,87.34164,Japan,CPI
1986-10-01,87.77466,Japan,CPI
1987-01-01,87.49224,Japan,CPI
1987-04-01,88.41897,Japan,CPI
1987-07-01,88.44582,Japan,CPI
1987-10-01,88.82056,Japan,CPI
1988-01-01,88.39999,Japan,CPI
1988-04-01,89.19559,Japan,CPI
1988-07-01,89.18743,Japan,CPI
1988-10-01,89.84121999999999,Japan,CPI
1989-01-01,89.60692,Japan,CPI
1989-04-01,91.73325,Japan,CPI
1989-07-01,91.86841,Japan,CPI
1989-10-01,92.4782,Japan,CPI
1990-01-01,92.4566,Japan,CPI
1990-04-01,93.86553,Japan,CPI
1990-07-01,93.95263,Japan,CPI
1990-10-01,94.87247,Japan,CPI
1991-01-01,94.9828,Japan,CPI
1991-04-01,96.33405,Japan,CPI
1991-07-01,96.48462,Japan,CPI
1991-10-01,97.42857,Japan,CPI
1992-01-01,97.31571,Japan,CPI
1992-04-01,99.02361,Japan,CPI
1992-07-01,98.8617,Japan,CPI
1992-10-01,99.51456,Japan,CPI
1993-01-01,99.00834,Japan,CPI
1993-04-01,100.3217,Japan,CPI
1993-07-01,100.3235,Japan,CPI
1993-10-01,100.6989,Japan,CPI
1994-01-01,100.0512,Japan,CPI
1994-04-01,101.3203,Japan,CPI
1994-07-01,101.0478,Japan,CPI
1994-10-01,101.5731,Japan,CPI
1995-01-01,101.0271,Japan,CPI
1995-04-01,101.6651,Japan,CPI
1995-07-01,101.5187,Japan,CPI
1995-10-01,101.9242,Japan,CPI
1996-01-01,101.3529,Japan,CPI
1996-04-01,102.1965,Japan,CPI
1996-07-01,101.9191,Japan,CPI
1996-10-01,102.3675,Japan,CPI
1997-01-01,101.7931,Japan,CPI
1997-04-01,103.8918,Japan,CPI
1997-07-01,103.904,Japan,CPI
1997-10-01,104.8083,Japan,CPI
1998-01-01,103.9338,Japan,CPI
1998-04-01,104.5861,Japan,CPI
1998-07-01,104.2571,Japan,CPI
1998-10-01,104.6279,Japan,CPI
1999-01-01,103.8265,Japan,CPI
1999-04-01,104.5456,Japan,CPI
1999-07-01,104.1511,Japan,CPI
1999-10-01,104.4274,Japan,CPI
2000-01-01,103.5513,Japan,CPI
2000-04-01,103.9262,Japan,CPI
2000-07-01,103.6603,Japan,CPI
2000-10-01,103.3802,Japan,CPI
2001-01-01,102.562,Japan,CPI
2001-04-01,102.9858,Japan,CPI
2001-07-01,102.8384,Japan,CPI
2001-10-01,102.7338,Japan,CPI
2002-01-01,101.8241,Japan,CPI
2002-04-01,102.2855,Japan,CPI
2002-07-01,102.0837,Japan,CPI
2002-10-01,101.981,Japan,CPI
2003-01-01,101.2803,Japan,CPI
2003-04-01,101.8505,Japan,CPI
2003-07-01,101.9344,Japan,CPI
2003-10-01,101.7929,Japan,CPI
2004-01-01,100.9254,Japan,CPI
2004-04-01,101.3728,Japan,CPI
2004-07-01,101.3984,Japan,CPI
2004-10-01,101.3065,Japan,CPI
2005-01-01,100.6611,Japan,CPI
2005-04-01,101.0523,Japan,CPI
2005-07-01,100.9229,Japan,CPI
2005-10-01,100.8324,Japan,CPI
2006-01-01,100.1443,Japan,CPI
2006-04-01,100.6416,Japan,CPI
2006-07-01,100.5883,Japan,CPI
2006-10-01,100.6709,Japan,CPI
2007-01-01,99.89877,Japan,CPI
2007-04-01,100.4277,Japan,CPI
2007-07-01,100.3647,Japan,CPI
2007-10-01,100.5228,Japan,CPI
2008-01-01,100.0192,Japan,CPI
2008-04-01,100.5044,Japan,CPI
2008-07-01,100.7775,Japan,CPI
2008-10-01,100.7812,Japan,CPI
2009-01-01,99.86761,Japan,CPI
2009-04-01,100.0357,Japan,CPI
2009-07-01,99.7604,Japan,CPI
2009-10-01,99.58772,Japan,CPI
2010-01-01,99.03804,Japan,CPI
2010-04-01,98.72858,Japan,CPI
2010-07-01,98.20272,Japan,CPI
2010-10-01,98.43234,Japan,CPI
2011-01-01,97.8244,Japan,CPI
2011-04-01,97.90133,Japan,CPI
2011-07-01,97.77164,Japan,CPI
2011-10-01,97.45525,Japan,CPI
2012-01-01,97.25215,Japan,CPI
2012-04-01,97.52472,Japan,CPI
2012-07-01,97.1896,Japan,CPI
2012-10-01,96.96321,Japan,CPI
2013-01-01,96.52432,Japan,CPI
2013-04-01,97.18926,Japan,CPI
2013-07-01,97.27551,Japan,CPI
2013-10-01,97.52744,Japan,CPI
2014-01-01,97.30173,Japan,CPI
2014-04-01,99.50571,Japan,CPI
2014-07-01,99.64862,Japan,CPI
2014-10-01,99.72526,Japan,CPI
2015-01-01,99.39574,Japan,CPI
2015-04-01,100.0215,Japan,CPI
2015-07-01,100.1804,Japan,CPI
2015-10-01,100.4024,Japan,CPI
2016-01-01,99.97736,Japan,CPI
2016-04-01,100.5601,Japan,CPI
2016-07-01,100.3746,Japan,CPI
2016-10-01,100.526,Japan,CPI
2017-01-01,99.93976,Japan,CPI
2017-04-01,100.3255,Japan,CPI
2017-07-01,100.2776,Japan,CPI
2017-10-01,100.5028,Japan,CPI
2018-01-01,100.1543,Japan,CPI
2018-04-01,100.4436,Japan,CPI
2018-07-01,100.4115,Japan,CPI
2018-10-01,100.7029,Japan,CPI
2019-01-01,100.4951,Japan,CPI
2019-04-01,100.8166,Japan,CPI
2019-07-01,100.8123,Japan,CPI
2019-10-01,101.3396,Japan,CPI
2020-01-01,101.1399,Japan,CPI
2020-04-01,101.0454,Japan,CPI
2020-07-01,100.8064,Japan,CPI
2020-10-01,100.8606,Japan,CPI
2021-01-01,101.1936,Japan,CPI
2021-04-01,100.0012,Japan,CPI
2021-07-01,,Japan,CPI
2021-10-01,,Japan,CPI
2022-01-01,,Japan,CPI
1969-01-01,6.211192,New Zealand,CPI
1969-04-01,6.274564,New Zealand,CPI
1969-07-01,6.338483999999999,New Zealand,CPI
1969-10-01,6.385554,New Zealand,CPI
1970-01-01,6.521818,New Zealand,CPI
1970-04-01,6.614242,New Zealand,CPI
1970-07-01,6.740664,New Zealand,CPI
1970-10-01,7.0315330000000005,New Zealand,CPI
1971-01-01,7.214094999999999,New Zealand,CPI
1971-04-01,7.396507000000001,New Zealand,CPI
1971-07-01,7.545145,New Zealand,CPI
1971-10-01,7.719282000000001,New Zealand,CPI
1972-01-01,7.87334,New Zealand,CPI
1972-04-01,7.978363000000001,New Zealand,CPI
1972-07-01,8.092583,New Zealand,CPI
1972-10-01,8.191146,New Zealand,CPI
1973-01-01,8.348358000000001,New Zealand,CPI
1973-04-01,8.556141,New Zealand,CPI
1973-07-01,8.728411,New Zealand,CPI
1973-10-01,8.925138,New Zealand,CPI
1974-01-01,9.136924,New Zealand,CPI
1974-04-01,9.388944,New Zealand,CPI
1974-07-01,9.751781,New Zealand,CPI
1974-10-01,10.12886,New Zealand,CPI
1975-01-01,10.50184,New Zealand,CPI
1975-04-01,10.8868,New Zealand,CPI
1975-07-01,11.24903,New Zealand,CPI
1975-10-01,11.77039,New Zealand,CPI
1976-01-01,12.28526,New Zealand,CPI
1976-04-01,12.72748,New Zealand,CPI
1976-07-01,13.07055,New Zealand,CPI
1976-10-01,13.46311,New Zealand,CPI
1977-01-01,13.7931,New Zealand,CPI
1977-04-01,14.36278,New Zealand,CPI
1977-07-01,14.81711,New Zealand,CPI
1977-10-01,15.36929,New Zealand,CPI
1978-01-01,15.74077,New Zealand,CPI
1978-04-01,16.171960000000002,New Zealand,CPI
1978-07-01,16.53816,New Zealand,CPI
1978-10-01,17.02555,New Zealand,CPI
1979-01-01,17.40381,New Zealand,CPI
1979-04-01,17.97886,New Zealand,CPI
1979-07-01,18.80146,New Zealand,CPI
1979-10-01,19.49146,New Zealand,CPI
1980-01-01,20.1781,New Zealand,CPI
1980-04-01,21.02091,New Zealand,CPI
1980-07-01,21.79388,New Zealand,CPI
1980-10-01,22.56642,New Zealand,CPI
1981-01-01,23.2399,New Zealand,CPI
1981-04-01,24.16047,New Zealand,CPI
1981-07-01,25.09822,New Zealand,CPI
1981-10-01,26.10677,New Zealand,CPI
1982-01-01,26.99169,New Zealand,CPI
1982-04-01,28.40706,New Zealand,CPI
1982-07-01,29.56388,New Zealand,CPI
1982-10-01,30.59892,New Zealand,CPI
1983-01-01,30.87081,New Zealand,CPI
1983-04-01,31.23862,New Zealand,CPI
1983-07-01,31.44328,New Zealand,CPI
1983-10-01,31.67844,New Zealand,CPI
1984-01-01,31.98767,New Zealand,CPI
1984-04-01,32.76702,New Zealand,CPI
1984-07-01,33.59361,New Zealand,CPI
1984-10-01,34.60226,New Zealand,CPI
1985-01-01,36.15314,New Zealand,CPI
1985-04-01,37.8978,New Zealand,CPI
1985-07-01,39.06949,New Zealand,CPI
1985-10-01,40.26944,New Zealand,CPI
1986-01-01,41.25062,New Zealand,CPI
1986-04-01,42.60213,New Zealand,CPI
1986-07-01,44.39219,New Zealand,CPI
1986-10-01,48.14203,New Zealand,CPI
1987-01-01,49.44685,New Zealand,CPI
1987-04-01,51.08523,New Zealand,CPI
1987-07-01,52.00982,New Zealand,CPI
1987-10-01,53.32841,New Zealand,CPI
1988-01-01,54.29974,New Zealand,CPI
1988-04-01,54.60767,New Zealand,CPI
1988-07-01,55.131130000000006,New Zealand,CPI
1988-10-01,55.75551,New Zealand,CPI
1989-01-01,56.47247,New Zealand,CPI
1989-04-01,56.95554,New Zealand,CPI
1989-07-01,58.65843,New Zealand,CPI
1989-10-01,59.383680000000005,New Zealand,CPI
1990-01-01,60.08495,New Zealand,CPI
1990-04-01,61.12812,New Zealand,CPI
1990-07-01,61.68898000000001,New Zealand,CPI
1990-10-01,62.21998000000001,New Zealand,CPI
1991-01-01,62.81914,New Zealand,CPI
1991-04-01,63.05171,New Zealand,CPI
1991-07-01,63.25457,New Zealand,CPI
1991-10-01,63.25479,New Zealand,CPI
1992-01-01,63.62621,New Zealand,CPI
1992-04-01,63.8518,New Zealand,CPI
1992-07-01,63.84208,New Zealand,CPI
1992-10-01,63.95271999999999,New Zealand,CPI
1993-01-01,63.89484,New Zealand,CPI
1993-04-01,64.55926,New Zealand,CPI
1993-07-01,64.91457,New Zealand,CPI
1993-10-01,65.14275,New Zealand,CPI
1994-01-01,65.1524,New Zealand,CPI
1994-04-01,65.58859,New Zealand,CPI
1994-07-01,66.42608,New Zealand,CPI
1994-10-01,67.29867,New Zealand,CPI
1995-01-01,68.18935,New Zealand,CPI
1995-04-01,68.86891,New Zealand,CPI
1995-07-01,69.2452,New Zealand,CPI
1995-10-01,69.58385,New Zealand,CPI
1996-01-01,69.95626,New Zealand,CPI
1996-04-01,70.45448,New Zealand,CPI
1996-07-01,70.8147,New Zealand,CPI
1996-10-01,71.34988,New Zealand,CPI
1997-01-01,71.00690999999999,New Zealand,CPI
1997-04-01,71.01749000000001,New Zealand,CPI
1997-07-01,71.37501,New Zealand,CPI
1997-10-01,71.85968000000001,New Zealand,CPI
1998-01-01,71.79618,New Zealand,CPI
1998-04-01,72.20113,New Zealand,CPI
1998-07-01,72.47192,New Zealand,CPI
1998-10-01,71.77441999999999,New Zealand,CPI
1999-01-01,71.45528,New Zealand,CPI
1999-04-01,71.66636,New Zealand,CPI
1999-07-01,71.95307,New Zealand,CPI
1999-10-01,72.09900999999999,New Zealand,CPI
2000-01-01,73.47684,New Zealand,CPI
2000-04-01,74.06435,New Zealand,CPI
2000-07-01,74.7328,New Zealand,CPI
2000-10-01,75.58681,New Zealand,CPI
2001-01-01,75.2644,New Zealand,CPI
2001-04-01,75.8261,New Zealand,CPI
2001-07-01,76.18670999999999,New Zealand,CPI
2001-10-01,76.78031,New Zealand,CPI
2002-01-01,77.08663,New Zealand,CPI
2002-04-01,77.83395,New Zealand,CPI
2002-07-01,78.315,New Zealand,CPI
2002-10-01,78.95433,New Zealand,CPI
2003-01-01,79.10036,New Zealand,CPI
2003-04-01,79.44474,New Zealand,CPI
2003-07-01,79.54231,New Zealand,CPI
2003-10-01,80.23801,New Zealand,CPI
2004-01-01,80.36218000000001,New Zealand,CPI
2004-04-01,80.76601,New Zealand,CPI
2004-07-01,81.37755,New Zealand,CPI
2004-10-01,82.09718000000001,New Zealand,CPI
2005-01-01,82.37956,New Zealand,CPI
2005-04-01,83.03119000000001,New Zealand,CPI
2005-07-01,83.63602,New Zealand,CPI
